stage,step,train_objective,validation_mse,beta,alpha5,lambda_imag,seed
adam,210,3.6730333923592855e-09,7.378673918559783e-10,0.06666363911945067,0.8,0.4166666666666667,1
adam,220,2.9367958169983456e-09,7.82467488027228e-11,0.06666495123660061,0.8,0.4166666666666667,1
adam,230,2.886746846478222e-09,3.6445651585860244e-11,0.06666756788012512,0.8,0.4166666666666667,1
adam,240,2.8945148140939244e-09,4.0810867756352945e-11,0.06666730793562305,0.8,0.4166666666666667,1
adam,250,2.866674283243277e-09,1.2006841652571359e-11,0.0666673125749182,0.8,0.4166666666666667,1
adam,260,2.8546075563270805e-09,9.264813350414642e-13,0.06666661177910983,0.8,0.4166666666666667,1
adam,270,2.8539899930730034e-09,7.332948343034995e-13,0.06666662671890859,0.8,0.4166666666666667,1
adam,280,2.8539756425567505e-09,6.328314286294391e-13,0.06666652829602361,0.8,0.4166666666666667,1
adam,290,2.853521533501164e-09,1.5345624049146552e-13,0.06666662323926013,0.8,0.4166666666666667,1
adam,300,2.8533401537082925e-09,6.240988502451612e-15,0.06666664327172941,0.8,0.4166666666666667,1
adam,310,2.8533498696546404e-09,1.7839374373096323e-14,0.06666667613861342,0.8,0.4166666666666667,1
adam,320,2.853344005356014e-09,9.90762314828539e-15,0.0666666734460208,0.8,0.4166666666666667,1
adam,330,2.8533349984496043e-09,1.464281052791676e-15,0.06666667129722423,0.8,0.4166666666666667,1
adam,340,2.853333569541873e-09,1.9835551578513914e-16,0.06666666846092659,0.8,0.4166666666666667,1
adam,350,2.853333706914528e-09,3.4042998948562526e-16,0.06666666625833366,0.8,0.4166666666666667,1
adam,360,2.8533334689432917e-09,8.401342797621506e-17,0.06666666691497972,0.8,0.4166666666666667,1
adam,370,2.8533333399732818e-09,1.0448306646500681e-17,0.06666666628176582,0.8,0.4166666666666667,1
adam,380,2.8533333440662165e-09,2.3427199437758487e-17,0.06666666671952347,0.8,0.4166666666666667,1
adam,390,2.8533333396945058e-09,1.8290535800602067e-17,0.06666666618687861,0.8,0.4166666666666667,1
adam,400,2.8533333325614767e-09,6.192436315646377e-18,0.06666666617161777,0.8,0.4166666666666667,1
adam,410,2.853333332211532e-09,3.1734838859298848e-18,0.06666666602651684,0.8,0.4166666666666667,1
adam,420,2.853333332392231e-09,3.2964204020613706e-18,0.06666666599277048,0.8,0.4166666666666667,1
adam,430,2.853333332181813e-09,4.104808173734143e-18,0.06666666602430102,0.8,0.4166666666666667,1
adam,440,2.8533333322730864e-09,5.0235858435029586e-18,0.06666666600739372,0.8,0.4166666666666667,1
adam,450,2.853333332470363e-09,5.250130602130523e-18,0.06666666601816383,0.8,0.4166666666666667,1
adam,460,2.853333332650928e-09,5.243960439900852e-18,0.06666666600869174,0.8,0.4166666666666667,1
adam,470,2.8533333328918357e-09,5.296661357825334e-18,0.06666666600205715,0.8,0.4166666666666667,1
adam,480,2.85333333315913e-09,5.488842668704341e-18,0.06666666600226247,0.8,0.4166666666666667,1
adam,490,2.8533333334799772e-09,5.814553830166342e-18,0.06666666600066842,0.8,0.4166666666666667,1
adam,500,2.8533333338536126e-09,6.178027990768414e-18,0.06666666600144996,0.8,0.4166666666666667,1
adam,510,2.8533333343014205e-09,6.58960928337464e-18,0.06666666600131166,0.8,0.4166666666666667,1
adam,520,2.853333334841299e-09,7.074311084938962e-18,0.06666666600071829,0.8,0.4166666666666667,1
adam,530,2.853333335498867e-09,7.671198977344553e-18,0.0666666660006088,0.8,0.4166666666666667,1
adam,540,2.853333336312429e-09,8.427544869541936e-18,0.0666666660003202,0.8,0.4166666666666667,1
adam,550,2.853333337335376e-09,9.393230512480932e-18,0.06666666600006135,0.8,0.4166666666666667,1
adam,560,2.853333338645703e-09,1.0644146407398777e-17,0.06666666599981089,0.8,0.4166666666666667,1
adam,570,2.8533333403617374e-09,1.230120427187531e-17,0.06666666599938732,0.8,0.4166666666666667,1
adam,580,2.8533333426693434e-09,1.4557164289767685e-17,0.06666666599886084,0.8,0.4166666666666667,1
adam,590,2.8533333458737844e-09,1.773183749109497e-17,0.0666666659982069,0.8,0.4166666666666667,1
adam,599,2.8533333500127567e-09,2.1072289410094025e-17,0.06666666600754918,0.8,0.4166666666666667,1
lbfgs_final,600,2.072630032965827e-17,2.1072289410094025e-17,0.06666666600754918,0.8,0.4166666666666667,1
adam,0,2.500494444732516,2.094044148053809,0.06807420835382282,0.8,0.4166666666666667,2
adam,10,0.7773043045773247,0.7925506129953477,0.09563021293599425,0.8,0.4166666666666667,2
adam,20,0.4509290054162335,0.43715224698456895,0.08045724173252254,0.8,0.4166666666666667,2
adam,30,0.2511549966011995,0.23718616125750366,0.11279403187256239,0.8,0.4166666666666667,2
adam,40,0.12773320044395933,0.12313175367502283,0.10101371208169786,0.8,0.4166666666666667,2
adam,50,0.05461442281399084,0.052041571053465664,0.07762622278748209,0.8,0.4166666666666667,2
adam,60,0.020578086210833225,0.019089145944824516,0.07526632179067902,0.8,0.4166666666666667,2
adam,70,0.006462872254254757,0.005736540030713296,0.07028665093465453,0.8,0.4166666666666667,2
adam,80,0.0015636808944744182,0.0013507715327792213,0.06935340168388024,0.8,0.4166666666666667,2
adam,90,0.00022031617488587412,0.00017288200617341645,0.06631727689585465,0.8,0.4166666666666667,2
adam,100,2.1831889014620253e-05,1.5809781552760427e-05,0.06667499950245817,0.8,0.4166666666666667,2
adam,110,2.2975166064519862e-05,2.3974463142186218e-05,0.06643952989710432,0.8,0.4166666666666667,2
adam,120,2.2443424808553286e-05,2.292572253464176e-05,0.06637707664437252,0.8,0.4166666666666667,2
adam,130,1.2521870045001764e-05,1.1833611904234668e-05,0.06654451530144562,0.8,0.4166666666666667,2
adam,140,4.293502335927132e-06,3.823902466268045e-06,0.06648321911147297,0.8,0.4166666666666667,2
adam,150,8.299019507959246e-07,6.97748586449447e-07,0.06660391019432844,0.8,0.4166666666666667,2
adam,160,6.626844709783705e-08,4.246925368755091e-08,0.06668251051574182,0.8,0.4166666666666667,2
adam,170,4.106579465448671e-08,3.8015286214365985e-08,0.06666760829442793,0.8,0.4166666666666667,2
adam,180,4.845038611575898e-08,4.526290065119214e-08,0.06668050428334019,0.8,0.4166666666666667,2
adam,190,2.641373066010047e-08,2.176853635483894e-08,0.06667892894309624,0.8,0.4166666666666667,2
adam,200,8.834828252632474e-09,5.202378427967885e-09,0.06666891171063218,0.8,0.4166666666666667,2
adam,210,3.4291804481767435e-09,4.504888619199619e-10,0.06666902265754811,0.8,0.4166666666666667,2
adam,220,2.972220981414983e-09,1.4646749772863588e-10,0.06666592327471431,0.8,0.4166666666666667,2
adam,230,3.0846661177219495e-09,2.290841660954355e-10,0.06666556950139237,0.8,0.4166666666666667,2
adam,240,2.9800719464987883e-09,1.1518171193318599e-10,0.06666610034149498,0.8,0.4166666666666667,2
adam,250,2.882843382375077e-09,2.477712680408132e-11,0.06666630226546197,0.8,0.4166666666666667,2
adam,260,2.855158614050384e-09,1.47502237697063e-12,0.06666665058883822,0.8,0.4166666666666667,2
adam,270,2.8546921690812903e-09,1.42900125485755e-12,0.06666666009353299,0.8,0.4166666666666667,2
adam,280,2.8549467910189297e-09,1.5373120162707725e-12,0.06666680167580993,0.8,0.4166666666666667,2
adam,290,2.853962852555369e-09,5.703530031103818e-13,0.06666669784570178,0.8,0.4166666666666667,2
adam,300,2.8534203178764975e-09,6.791033350844718e-14,0.06666668643209445,0.8,0.4166666666666667,2
adam,310,2.853341366609827e-09,8.655177686934785e-15,0.06666665524918325,0.8,0.4166666666666667,2
adam,320,2.853350739842981e-09,1.7324279824522074e-14,0.06666665896699842,0.8,0.4166666666666667,2
adam,330,2.8533433607498807e-09,8.955099399784688e-15,0.06666666173874414,0.8,0.4166666666666667,2
adam,340,2.8533350997600623e-09,1.294864839298959e-15,0.06666666362973661,0.8,0.4166666666666667,2
adam,350,2.8533333913926253e-09,5.770658897388991e-17,0.06666666550014902,0.8,0.4166666666666667,2
adam,360,2.85333356858624e-09,3.0110487358734675e-16,0.06666666748443847,0.8,0.4166666666666667,2
adam,370,2.853333491337575e-09,1.7412044306410714e-16,0.06666666649093421,0.8,0.4166666666666667,2
adam,380,2.8533333570714396e-09,3.534125240736408e-17,0.06666666650205696,0.8,0.4166666666666667,2
adam,390,2.853333332238328e-09,2.613598318205848e-18,0.06666666603398505,0.8,0.4166666666666667,2
adam,400,2.853333335439415e-09,1.7240503469887975e-18,0.06666666592964458,0.8,0.4166666666666667,2
adam,410,2.853333333178377e-09,1.4948836285925536e-18,0.06666666587679991,0.8,0.4166666666666667,2
adam,420,2.8533333311386715e-09,2.3700137755235387e-18,0.06666666600637612,0.8,0.4166666666666667,2
adam,430,2.8533333308464807e-09,3.896672908395242e-18,0.06666666605515625,0.8,0.4166666666666667,2
adam,440,2.8533333308797536e-09,4.196784177765307e-18,0.06666666607250267,0.8,0.4166666666666667,2
adam,450,2.853333330827525e-09,3.825829924286534e-18,0.06666666605952168,0.8,0.4166666666666667,2
adam,460,2.853333330799019e-09,3.4157393834841945e-18,0.06666666604870304,0.8,0.4166666666666667,2
adam,470,2.8533333307977217e-09,3.2508464635803286e-18,0.06666666604258087,0.8,0.4166666666666667,2
adam,480,2.8533333307977974e-09,3.255469767810271e-18,0.06666666604125755,0.8,0.4166666666666667,2
adam,490,2.853333330796458e-09,3.317211331268434e-18,0.06666666604331807,0.8,0.4166666666666667,2
adam,500,2.8533333307961984e-09,3.364352308606139e-18,0.06666666604468016,0.8,0.4166666666666667,2
adam,510,2.8533333307962216e-09,3.3745625426681667e-18,0.06666666604576395,0.8,0.4166666666666667,2
adam,520,2.8533333307961947e-09,3.367268759078284e-18,0.06666666604565563,0.8,0.4166666666666667,2
adam,530,2.8533333307961744e-09,3.356832142521522e-18,0.0666666660455395,0.8,0.4166666666666667,2
adam,540,2.8533333307961744e-09,3.352684457944332e-18,0.06666666604534288,0.8,0.4166666666666667,2
adam,550,2.8533333307961736e-09,3.353009210069907e-18,0.0666666660453053,0.8,0.4166666666666667,2
adam,560,2.8533333307961736e-09,3.3549220191269147e-18,0.06666666604531267,0.8,0.4166666666666667,2
adam,570,2.853333330796173e-09,3.3561203624113042e-18,0.06666666604531477,0.8,0.4166666666666667,2
adam,580,2.8533333307961728e-09,3.356257018732213e-18,0.06666666604531873,0.8,0.4166666666666667,2
adam,590,2.853333330796173e-09,3.355959127141602e-18,0.06666666604530615,0.8,0.4166666666666667,2
adam,599,2.8533333307961728e-09,3.355705187407472e-18,0.06666666604530279,0.8,0.4166666666666667,2
lbfgs_final,600,3.3360143898451365e-18,3.355705187407472e-18,0.06666666604530279,0.8,0.4166666666666667,2
adam,0,3.2350043150465533,2.8684210017788216,0.3552490272499701,1.4,0.4166666666666667,0
adam,10,0.9487439714355634,0.8933740589575634,0.07145729698816836,1.4,0.4166666666666667,0
adam,20,0.45631194367175637,0.4490568069586931,-0.10076617692717267,1.4,0.4166666666666667,0
adam,30,0.26876425478430216,0.2465982170661745,-0.05393899001744294,1.4,0.4166666666666667,0
adam,40,0.09463262255877242,0.08539819174307335,0.10913579076367697,1.4,0.4166666666666667,0
adam,50,0.03552538569007404,0.03320333817461366,0.21150443645706388,1.4,0.4166666666666667,0
adam,60,0.005094097693556723,0.004048912686700489,0.20792294891645755,1.4,0.4166666666666667,0
adam,70,0.0014188818793331374,0.0013657649773958528,0.19888330523956949,1.4,0.4166666666666667,0
adam,80,0.0006502504661156188,0.0007103093365490635,0.21734783668566982,1.4,0.4166666666666667,0
adam,90,0.0005357532504213881,0.00047132545097194065,0.21503356628822004,1.4,0.4166666666666667,0
adam,100,0.00014645756002903956,0.00014149719030648637,0.20212382945715407,1.4,0.4166666666666667,0
adam,110,2.532930274470057e-05,2.256161266037465e-05,0.20194892043050142,1.4,0.4166666666666667,0
adam,120,2.0119957824571605e-05,1.831674086233103e-05,0.2029340261972836,1.4,0.4166666666666667,0
adam,130,6.967806428659031e-06,6.4723012495025155e-06,0.20229749218851498,1.4,0.4166666666666667,0
adam,140,8.885099216448362e-07,6.598535500301533e-07,0.20399976112660995,1.4,0.4166666666666667,0
adam,150,5.909975766276573e-07,5.168304698463335e-07,0.20471456623947043,1.4,0.4166666666666667,0
adam,160,4.1014958011886155e-07,4.012255330434446e-07,0.20438604182912137,1.4,0.4166666666666667,0
adam,170,8.782624323761887e-08,7.288174720747557e-08,0.20437826473227708,1.4,0.4166666666666667,0
adam,180,1.0473811290879979e-08,4.481251361332242e-09,0.2041786788151335,1.4,0.4166666666666667,0
adam,190,1.6491068091515392e-08,1.2173395109330198e-08,0.20407972386376,1.4,0.4166666666666667,0
adam,200,9.533261569277801e-09,5.700859057912083e-09,0.20414057858871665,1.4,0.4166666666666667,0
adam,210,4.030898936578237e-09,6.810788626659954e-10,0.20414918702626159,1.4,0.4166666666666667,0
adam,220,3.6095914591557654e-09,3.102599339000038e-10,0.20417378883217263,1.4,0.4166666666666667,0
adam,230,3.509860114348981e-09,1.7861335530918556e-10,0.20417633150852904,1.4,0.4166666666666667,0
adam,240,3.343435985465625e-09,4.3796878477413657e-11,0.20416736466518615,1.4,0.4166666666666667,0
adam,250,3.317496386862028e-09,2.497430145858014e-11,0.20416713161671124,1.4,0.4166666666666667,0
adam,260,3.3020735974911764e-09,7.27679865507033e-12,0.2041650519957527,1.4,0.4166666666666667,0
adam,270,3.2941597881085504e-09,8.496461977039357e-13,0.2041665246532879,1.4,0.4166666666666667,0
adam,280,3.2944202610796227e-09,1.1398451355832889e-12,0.20416684802091134,1.4,0.4166666666666667,0
adam,290,3.293755803219613e-09,3.5068834482607857e-13,0.20416673066733546,1.4,0.4166666666666667,0
adam,300,3.2933629153671017e-09,2.673441484756941e-14,0.20416670040528165,1.4,0.4166666666666667,0
adam,310,3.2933825248063082e-09,4.6678915232939426e-14,0.20416656486401039,1.4,0.4166666666666667,0
adam,320,3.293351588639356e-09,1.5536990454692687e-14,0.20416668115617576,1.4,0.4166666666666667,0
adam,330,3.2933369796577494e-09,3.146128287429131e-15,0.20416667700415936,1.4,0.4166666666666667,0
adam,340,3.293335586894306e-09,1.933115842839612e-15,0.20416669115825417,1.4,0.4166666666666667,0
adam,350,3.293333894252568e-09,4.803937481490187e-16,0.20416666136753986,1.4,0.4166666666666667,0
adam,360,3.2933335669821418e-09,2.5857808329504977e-16,0.2041666590120891,1.4,0.4166666666666667,0
adam,370,3.2933334131609433e-09,9.471519120856001e-17,0.20416666151655388,1.4,0.4166666666666667,0
adam,380,3.2933333435818614e-09,1.7408975812606443e-17,0.2041666677938067,1.4,0.4166666666666667,0
adam,390,3.2933333481493323e-09,1.5483462480760172e-17,0.20416666834065098,1.4,0.4166666666666667,0
adam,400,3.2933333361426664e-09,4.687590658188274e-18,0.20416666683473841,1.4,0.4166666666666667,0
adam,410,3.293333335177775e-09,8.009472081068967e-18,0.20416666569947814,1.4,0.4166666666666667,0
adam,420,3.2933333356564256e-09,6.6849076545336104e-18,0.20416666577297723,1.4,0.4166666666666667,0
adam,430,3.293333335015835e-09,5.422091522208927e-18,0.2041666661969679,1.4,0.4166666666666667,0
adam,440,3.293333336033862e-09,6.314387652575961e-18,0.20416666632053523,1.4,0.4166666666666667,0
adam,450,3.2933333368673357e-09,7.402635241676637e-18,0.2041666662616451,1.4,0.4166666666666667,0
adam,460,3.293333337808866e-09,8.460337215523232e-18,0.20416666618449628,1.4,0.4166666666666667,0
adam,470,3.293333339182572e-09,9.541461558730895e-18,0.20416666618872398,1.4,0.4166666666666667,0
adam,480,3.2933333410671e-09,1.1068999824772238e-17,0.2041666662051769,1.4,0.4166666666666667,0
adam,490,3.293333343643409e-09,1.3399618980411765e-17,0.20416666621017276,1.4,0.4166666666666667,0
adam,500,3.2933333472945136e-09,1.6803101694165325e-17,0.20416666620474652,1.4,0.4166666666666667,0
adam,510,3.2933333527327707e-09,2.1887491804983555e-17,0.20416666620347176,1.4,0.4166666666666667,0
adam,520,3.2933333613385556e-09,3.004588390248803e-17,0.20416666620516782,1.4,0.4166666666666667,0
adam,530,3.2933333760852883e-09,4.4348814600390435e-17,0.20416666620552312,1.4,0.4166666666666667,0
adam,540,3.2933334043517377e-09,7.249357497328742e-17,0.20416666620461463,1.4,0.4166666666666667,0
adam,550,3.2933334684153033e-09,1.3835859256837316e-16,0.20416666620353335,1.4,0.4166666666666667,0
adam,560,3.2933336573119893e-09,3.415275556534993e-16,0.20416666620282348,1.4,0.4166666666666667,0
adam,570,3.2933345245712864e-09,1.3408988925236159e-15,0.2041666662002576,1.4,0.4166666666666667,0
adam,580,3.2933430534273437e-09,1.227794269952827e-14,0.20416666618899246,1.4,0.4166666666666667,0
adam,590,3.293617751652191e-09,4.1823217925198726e-13,0.20416666610761125,1.4,0.4166666666666667,0
adam,599,3.314825789697732e-09,3.610917888010451e-11,0.2041666671128644,1.4,0.4166666666666667,0
lbfgs_final,600,4.392760146320499e-15,4.476127857064286e-15,0.20416666755137727,1.4,0.4166666666666667,0
adam,0,1.6591133325862522,1.4855025562425552,0.13533804387223744,1.4,0.4166666666666667,1
adam,10,0.6857877924627007,0.6886137087715808,-0.02648011007019332,1.4,0.4166666666666667,1
adam,20,0.3286806060421804,0.31499295460402127,0.16166259501123373,1.4,0.4166666666666667,1
adam,30,0.14178359889565925,0.13280530136445565,0.3481944429809609,1.4,0.4166666666666667,1
adam,40,0.05796192426106349,0.05427461062466323,0.29837373653799504,1.4,0.4166666666666667,1
adam,50,0.018792560104443166,0.017034726065846082,0.2261641559067442,1.4,0.4166666666666667,1
adam,60,0.004817393813451037,0.004485740799236484,0.2126990288920916,1.4,0.4166666666666667,1
adam,70,0.0005805782668064628,0.0004951920906667782,0.2017881862508427,1.4,0.4166666666666667,1
adam,80,0.00013919340072832983,0.00015567571306595524,0.20993825545244987,1.4,0.4166666666666667,1
adam,90,0.00012298359823515048,0.0001415600927613835,0.19931102098086345,1.4,0.4166666666666667,1
adam,100,0.00010147686310317864,9.920958232831634e-05,0.20260600868231737,1.4,0.4166666666666667,1
adam,110,3.903296419426566e-05,3.732094585487901e-05,0.20315372382381358,1.4,0.4166666666666667,1
adam,120,8.194556486074899e-06,7.126736239466084e-06,0.20393942750056007,1.4,0.4166666666666667,1
adam,130,1.3769705311153657e-06,1.067942494525744e-06,0.2037401799824682,1.4,0.4166666666666667,1
adam,140,4.815242888482363e-07,4.90812012656924e-07,0.20445223713693345,1.4,0.4166666666666667,1
adam,150,4.2406904003641963e-07,4.1288797935148316e-07,0.20428118832429243,1.4,0.4166666666666667,1
adam,160,2.1507868621871067e-07,1.9393842589273337e-07,0.20418238143290182,1.4,0.4166666666666667,1
adam,170,4.5170408264484805e-08,3.588940295093961e-08,0.20425740760990235,1.4,0.4166666666666667,1
adam,180,6.861949730460075e-09,3.837314338236942e-09,0.20414120473035133,1.4,0.4166666666666667,1
adam,190,7.70580459967109e-09,4.374286521026611e-09,0.20415905830822093,1.4,0.4166666666666667,1
adam,200,6.337663283434194e-09,2.8953158928950548e-09,0.20416337859312178,1.4,0.4166666666666667,1
adam,210,4.182456968131351e-09,8.08884931747212e-10,0.20415485177270606,1.4,0.4166666666666667,1
adam,220,3.3921610423678716e-09,8.473674027050906e-11,0.2041686697900859,1.4,0.4166666666666667,1
adam,230,3.3346069235049755e-09,4.096623942718295e-11,0.20416758899548518,1.4,0.4166666666666667,1
adam,240,3.339146735878803e-09,4.5865003874333407e-11,0.20416699744090694,1.4,0.4166666666666667,1
adam,250,3.308130369173302e-09,1.3503401758866327e-11,0.20416799866657986,1.4,0.4166666666666667,1
adam,260,3.2946548795837915e-09,1.0360874023856933e-12,0.20416663381608643,1.4,0.4166666666666667,1
adam,270,3.2939273668082253e-09,6.501776404875698e-13,0.2041664290866228,1.4,0.4166666666666667,1
adam,280,3.2940233365109383e-09,6.614161599935503e-13,0.20416658258954537,1.4,0.4166666666666667,1
adam,290,3.29356091992597e-09,1.8239227666148152e-13,0.2041665972266595,1.4,0.4166666666666667,1
adam,300,3.2933512899436485e-09,1.7530387362706814e-14,0.20416664529996775,1.4,0.4166666666666667,1
adam,310,3.2933514963146263e-09,2.0731826922045178e-14,0.20416668389386952,1.4,0.4166666666666667,1
adam,320,3.293344383745582e-09,1.0420737198844314e-14,0.2041666966143447,1.4,0.4166666666666667,1
adam,330,3.293335114993939e-09,1.6098779569348719e-15,0.20416667130439337,1.4,0.4166666666666667,1
adam,340,3.2933335687439823e-09,2.1067564394975864e-16,0.20416665955020655,1.4,0.4166666666666667,1
adam,350,3.2933337296164944e-09,3.4388868214834123e-16,0.20416666501761194,1.4,0.4166666666666667,1
adam,360,3.2933334912173694e-09,1.0633348281717716e-16,0.20416666414005594,1.4,0.4166666666666667,1
adam,370,3.293333348567972e-09,1.1122457378012034e-17,0.20416666623701976,1.4,0.4166666666666667,1
adam,380,3.293333345358686e-09,2.673375165950119e-17,0.20416666606431183,1.4,0.4166666666666667,1
adam,390,3.2933333410696883e-09,1.599929066797283e-17,0.20416666694330515,1.4,0.4166666666666667,1
adam,400,3.2933333330125086e-09,6.682795843298193e-18,0.20416666637176573,1.4,0.4166666666666667,1
adam,410,3.2933333320484396e-09,2.826458980641999e-18,0.20416666608516473,1.4,0.4166666666666667,1
adam,420,3.2933333320027726e-09,2.7112549949006144e-18,0.2041666660145844,1.4,0.4166666666666667,1
adam,430,3.2933333318063126e-09,3.2339369305005225e-18,0.20416666612106874,1.4,0.4166666666666667,1
adam,440,3.2933333319298467e-09,3.8101556993181385e-18,0.20416666620595364,1.4,0.4166666666666667,1
adam,450,3.293333332075826e-09,4.114834339488391e-18,0.20416666619577356,1.4,0.4166666666666667,1
adam,460,3.29333333212668e-09,4.014916878157346e-18,0.20416666618395232,1.4,0.4166666666666667,1
adam,470,3.293333332173145e-09,3.959719070088701e-18,0.20416666616271187,1.4,0.4166666666666667,1
adam,480,3.2933333322783433e-09,3.9614398606901494e-18,0.20416666616801527,1.4,0.4166666666666667,1
adam,490,3.293333332404814e-09,4.102009650417477e-18,0.20416666616953916,1.4,0.4166666666666667,1
adam,500,3.2933333325168467e-09,4.224263159244326e-18,0.2041666661735777,1.4,0.4166666666666667,1
adam,510,3.293333332653168e-09,4.345220356288915e-18,0.2041666661723184,1.4,0.4166666666666667,1
adam,520,3.2933333328101943e-09,4.4683751652524166e-18,0.20416666617209023,1.4,0.4166666666666667,1
adam,530,3.293333332980185e-09,4.607009656611382e-18,0.20416666617127274,1.4,0.4166666666666667,1
adam,540,3.2933333331785143e-09,4.772133507053401e-18,0.20416666617137103,1.4,0.4166666666666667,1
adam,550,3.2933333334009452e-09,4.965309637761621e-18,0.20416666617142532,1.4,0.4166666666666667,1
adam,560,3.293333333658377e-09,5.189446841574766e-18,0.20416666617152954,1.4,0.4166666666666667,1
adam,570,3.2933333339542124e-09,5.4491424639689644e-18,0.2041666661714717,1.4,0.4166666666666667,1
adam,580,3.2933333342990024e-09,5.754290590217042e-18,0.20416666617136822,1.4,0.4166666666666667,1
adam,590,3.2933333347031012e-09,6.115571822359029e-18,0.20416666617126877,1.4,0.4166666666666667,1
adam,599,3.2933333351855415e-09,6.211580620766129e-18,0.20416666617286935,1.4,0.4166666666666667,1
lbfgs_final,600,6.1463932515181494e-18,6.211580620766129e-18,0.20416666617286935,1.4,0.4166666666666667,1
adam,0,2.5047168404405733,2.1108764365663815,0.06807420996842647,1.4,0.4166666666666667,2
adam,10,0.8170641770399826,0.8215990817830453,0.16530048563155297,1.4,0.4166666666666667,2
adam,20,0.46342463958491237,0.44766698389690723,0.3112993371085986,1.4,0.4166666666666667,2
adam,30,0.24733908691145787,0.23149416779770138,0.37319462261173453,1.4,0.4166666666666667,2
adam,40,0.12267130136355647,0.11769927673059914,0.29825298037820414,1.4,0.4166666666666667,2
adam,50,0.050572271034543474,0.048112580651566844,0.24138201967821632,1.4,0.4166666666666667,2
adam,60,0.018122814385220697,0.016792038676033676,0.23073727344948577,1.4,0.4166666666666667,2
adam,70,0.005499985197783461,0.004866798631246006,0.22322455684355005,1.4,0.4166666666666667,2
adam,80,0.0012457563049746926,0.001084928312289917,0.20800922273129208,1.4,0.4166666666666667,2
adam,90,0.00015221808259823492,0.00011874652514357454,0.20648642277932813,1.4,0.4166666666666667,2
adam,100,1.7825765293700278e-05,1.1711723355584492e-05,0.20441894342971612,1.4,0.4166666666666667,2
adam,110,2.478173082972157e-05,2.4153176420672895e-05,0.20276267415732951,1.4,0.4166666666666667,2
adam,120,2.1785089944945456e-05,2.176342516649767e-05,0.20372061050809973,1.4,0.4166666666666667,2
adam,130,1.1309190114854096e-05,1.0504996089189916e-05,0.20329367577392546,1.4,0.4166666666666667,2
adam,140,3.683623696322152e-06,3.2429416434533624e-06,0.20392671523536926,1.4,0.4166666666666667,2
adam,150,6.556992752316266e-07,5.29121895725004e-07,0.20399269628830932,1.4,0.4166666666666667,2
adam,160,4.050496199298413e-08,2.0789434150577217e-08,0.20415795555178695,1.4,0.4166666666666667,2
adam,170,3.7188751085284213e-08,3.366551535703659e-08,0.2042037041666404,1.4,0.4166666666666667,2
adam,180,4.358945297253555e-08,4.0666994687420826e-08,0.20419937102835786,1.4,0.4166666666666667,2
adam,190,2.439376019146138e-08,1.9822420450920625e-08,0.204199493791714,1.4,0.4166666666666667,2
adam,200,8.710426611012008e-09,4.7038575586785254e-09,0.20417490921015935,1.4,0.4166666666666667,2
adam,210,3.898490870676408e-09,4.242265314042652e-10,0.20417342613324746,1.4,0.4166666666666667,2
adam,220,3.420736909295711e-09,1.1160902764964151e-10,0.204162821052226,1.4,0.4166666666666667,2
adam,230,3.4903963887972042e-09,1.9819991957647068e-10,0.20416492836865538,1.4,0.4166666666666667,2
adam,240,3.40371694644466e-09,1.0362690738356483e-10,0.2041640972844871,1.4,0.4166666666666667,2
adam,250,3.321265307504565e-09,2.373459299558748e-11,0.20416597493004301,1.4,0.4166666666666667,2
adam,260,3.2954129391131294e-09,1.0768894928489604e-12,0.20416639650168983,1.4,0.4166666666666667,2
adam,270,3.2944101222527322e-09,1.1450458458315999e-12,0.20416692773502373,1.4,0.4166666666666667,2
adam,280,3.2947249021837422e-09,1.3732746191159817e-12,0.20416684645348454,1.4,0.4166666666666667,2
adam,290,3.293921531285086e-09,5.127970814554264e-13,0.2041668277455318,1.4,0.4166666666666667,2
adam,300,3.2934055309298323e-09,5.39286645231526e-14,0.204166712710137,1.4,0.4166666666666667,2
adam,310,3.2933378757464923e-09,6.485243379709883e-15,0.20416664798963183,1.4,0.4166666666666667,2
adam,320,3.293349487914527e-09,1.6347284124409976e-14,0.2041666509257504,1.4,0.4166666666666667,2
adam,330,3.2933421623000057e-09,7.72242324834793e-15,0.20416664236676424,1.4,0.4166666666666667,2
adam,340,3.2933348664499656e-09,1.1458603866149402e-15,0.2041666630205748,1.4,0.4166666666666667,2
adam,350,3.2933334351162134e-09,1.0327516514362042e-16,0.20416666505290273,1.4,0.4166666666666667,2
adam,360,3.2933335438371328e-09,2.4999961286642864e-16,0.20416667020231155,1.4,0.4166666666666667,2
adam,370,3.29333347317492e-09,1.602005128693093e-16,0.20416666786518464,1.4,0.4166666666666667,2
adam,380,3.293333355051173e-09,3.0362881580181597e-17,0.2041666670353111,1.4,0.4166666666666667,2
adam,390,3.2933333330420162e-09,2.095001948048537e-18,0.2041666662807331,1.4,0.4166666666666667,2
adam,400,3.29333333515211e-09,2.658555173476976e-18,0.2041666657093339,1.4,0.4166666666666667,2
adam,410,3.2933333332502887e-09,1.0114056994346465e-18,0.20416666605890094,1.4,0.4166666666666667,2
adam,420,3.293333331500594e-09,2.255798087554763e-18,0.20416666609592735,1.4,0.4166666666666667,2
adam,430,3.293333331243644e-09,3.35814543391759e-18,0.20416666624010832,1.4,0.4166666666666667,2
